Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_CVT,SQ_INSTS_VMEM_WR,SQ_INSTS_VMEM_RD,SQ_INSTS_SALU,SQ_INSTS_VSKIPPED,TA_TA_BUSY_sum,TA_BUFFER_WAVEFRONTS_sum,TD_TD_BUSY_sum,TD_TC_STALL_sum,TCP_GATE_EN1_sum,TCP_GATE_EN2_sum,TCP_TD_TCP_STALL_CYCLES_sum,TCP_TCR_TCP_STALL_CYCLES_sum,TCC_CYCLE[0],TCC_RW_REQ[0],TCC_HIT[0],TCC_MISS[0],TCC_CYCLE[1],TCC_RW_REQ[1],TCC_HIT[1],TCC_MISS[1],TCC_CYCLE[2],TCC_RW_REQ[2],TCC_HIT[2],TCC_MISS[2],TCC_CYCLE[3],TCC_RW_REQ[3],TCC_HIT[3],TCC_MISS[3],TCC_CYCLE[4],TCC_RW_REQ[4],TCC_HIT[4],TCC_MISS[4],TCC_CYCLE[5],TCC_RW_REQ[5],TCC_HIT[5],TCC_MISS[5],TCC_CYCLE[6],TCC_RW_REQ[6],TCC_HIT[6],TCC_MISS[6],TCC_CYCLE[7],TCC_RW_REQ[7],TCC_HIT[7],TCC_MISS[7],TCC_CYCLE[8],TCC_RW_REQ[8],TCC_HIT[8],TCC_MISS[8],TCC_CYCLE[9],TCC_RW_REQ[9],TCC_HIT[9],TCC_MISS[9],TCC_CYCLE[10],TCC_RW_REQ[10],TCC_HIT[10],TCC_MISS[10],TCC_CYCLE[11],TCC_RW_REQ[11],TCC_HIT[11],TCC_MISS[11],TCC_CYCLE[12],TCC_RW_REQ[12],TCC_HIT[12],TCC_MISS[12],TCC_CYCLE[13],TCC_RW_REQ[13],TCC_HIT[13],TCC_MISS[13],TCC_CYCLE[14],TCC_RW_REQ[14],TCC_HIT[14],TCC_MISS[14],TCC_CYCLE[15],TCC_RW_REQ[15],TCC_HIT[15],TCC_MISS[15],CPC_CPC_STAT_BUSY,CPC_CPC_STAT_IDLE,CPF_CPF_STAT_BUSY,CPF_CPF_STAT_STALL,SPI_CSN_WINDOW_VALID,SPI_CSN_BUSY,GRBM_SPI_BUSY,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
96,micro_tk(micro_globals) [clone .kd],2,0,334,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13366643,1069142468,4096,262144,1048576,1847296,0,45336346.0,1032192.0,57625024.0,39322726.0,89583857.0,59428860.0,196418.0,1110440.0,2474251,591024,463066,127972,2474251,591252,463296,127962,2474251,591024,463675,127349,2474251,591252,463902,127350,2474251,591024,463070,127963,2474251,591024,463088,127947,2474251,591024,463360,127665,2474251,591024,463373,127651,2474251,591024,460995,130042,2474251,591246,461203,130049,2474251,591024,460603,130421,2474251,591246,460803,130443,2474251,591024,460305,130730,2474251,591024,460298,130738,2474251,591024,460083,130943,2474251,591024,460103,130921,2474251,0,2474251,77,9897004,9382664,2350683,4572360069088012,4572423113596594,4572423113782789,4572360070233526
97,micro_tk(micro_globals) [clone .kd],2,0,339,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13100639,1047891136,4096,262144,1048576,1847296,0,44496246.0,1032192.0,56825536.0,38490328.0,89923986.0,58702592.0,203747.0,1112874.0,2478200,590992,458240,132764,2478200,590992,458281,132717,2478200,590992,458054,132938,2478200,591436,458505,132931,2478200,590992,458090,132912,2478200,590992,458055,132948,2478200,590992,458085,132908,2478200,590992,458057,132935,2478200,590992,455914,135089,2478200,590992,455892,135106,2478200,590992,457232,133760,2478200,591424,457677,133747,2478200,590992,456257,134745,2478200,590992,456282,134722,2478200,590992,456736,134258,2478200,590992,456707,134285,2478200,0,2478200,0,9912800,9418382,2360032,4572360071441641,4572423113830540,4572423114015533,4572360072574556
98,micro_tk(micro_globals) [clone .kd],2,0,344,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13313524,1064881748,4096,262144,1048576,1847296,0,45301935.0,1032192.0,57094432.0,38784272.0,89628565.0,58935479.0,196320.0,1116113.0,2473330,591016,461510,129520,2473330,591016,461589,129433,2473330,591016,461149,129867,2473330,591241,461324,129917,2473330,591016,461295,129730,2473330,591241,461484,129767,2473330,591016,461058,129959,2473330,591016,461016,130000,2473330,591016,462159,128870,2473330,591016,462137,128885,2473330,591016,462216,128800,2473330,591238,462475,128763,2473330,591016,462018,129008,2473330,591238,462222,129028,2473330,591016,462405,128613,2473330,591016,462408,128608,2473330,0,2473330,0,9893320,9387360,2352061,4572360073606141,4572423114062242,4572423114247836,4572360074731714
99,micro_tk(micro_globals) [clone .kd],2,0,349,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13147462,1051640152,4096,262144,1048576,1847296,0,44517338.0,1032192.0,56797275.0,38472329.0,89578998.0,58679630.0,196165.0,1163061.0,2475357,591032,463532,127514,2475357,591032,463543,127495,2475357,591032,463220,127812,2475357,591260,463416,127844,2475357,591032,463933,127107,2475357,591032,463957,127086,2475357,591032,463264,127769,2475357,591260,463480,127780,2475357,591032,462256,128788,2475357,591032,462246,128792,2475357,591032,462807,128225,2475357,591257,463056,128201,2475357,591032,461852,129192,2475357,591032,461870,129173,2475357,591032,462746,128288,2475357,591257,462994,128263,2475357,0,2475357,75,9901428,9382044,2350899,4572360075918128,4572423114292943,4572423114477976,4572360077043030
100,micro_tk(micro_globals) [clone .kd],2,0,354,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13327503,1065994608,4096,262144,1048576,1847296,0,45298839.0,1032192.0,56879633.0,38561115.0,89413954.0,58759277.0,191308.0,1182866.0,2477556,591008,468265,122761,2477556,591008,468239,122775,2477556,591008,468414,122594,2477556,591233,468647,122586,2477556,591008,468680,122338,2477556,591227,468921,122317,2477556,591008,468559,122450,2477556,591008,468565,122443,2477556,591008,467466,123557,2477556,591008,467484,123530,2477556,591008,468288,122720,2477556,591227,468488,122739,2477556,591008,467559,123459,2477556,591233,467754,123490,2477556,591008,467904,123106,2477556,591008,467901,123107,2477556,0,2477556,77,9910224,9364636,2348338,4572360077635947,4572423114524485,4572423114709318,4572360078778506
101,micro_tk(micro_globals) [clone .kd],2,0,359,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13468380,1077228724,4096,262144,1048576,1847296,0,45735915.0,1032192.0,58051278.0,39750833.0,89725042.0,59849122.0,195263.0,1047209.0,2475642,591008,461818,129202,2475642,591008,461822,129192,2475642,591008,461722,129286,2475642,591227,461972,129255,2475642,591008,461677,129340,2475642,591008,461702,129318,2475642,591008,461781,129228,2475642,591233,461996,129237,2475642,591008,463288,127731,2475642,591008,463315,127699,2475642,591008,462572,128436,2475642,591233,462812,128421,2475642,591008,463329,127690,2475642,591008,463302,127716,2475642,591008,462830,128180,2475642,591227,463025,128202,2475642,0,2475642,0,9902568,9397540,2354808,4572360079840676,4572423114755146,4572423114940380,4572360080959109
102,micro_tk(micro_globals) [clone .kd],2,0,364,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13097748,1047620312,4096,262144,1048576,1847296,0,44219271.0,1032192.0,56568398.0,38265595.0,89775820.0,58374319.0,196535.0,1150404.0,2477095,591032,459774,131272,2477095,591257,459992,131271,2477095,591032,459994,131038,2477095,591260,460232,131028,2477095,591032,459803,131240,2477095,591032,459770,131273,2477095,591032,459496,131537,2477095,591032,459491,131541,2477095,591032,459360,131685,2477095,591260,459640,131626,2477095,591032,459481,131551,2477095,591257,459701,131556,2477095,591032,459049,131993,2477095,591032,459045,132000,2477095,591032,459115,131919,2477095,591032,459086,131946,2477095,0,2477095,0,9908380,9402790,2355798,4572360082053657,4572423114987329,4572423115173484,4572360083180422
103,micro_tk(micro_globals) [clone .kd],2,0,369,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13467384,1077204744,4096,262144,1048576,1847296,0,45867864.0,1032192.0,57312499.0,38992714.0,89224377.0,59181722.0,188620.0,1124565.0,2458916,591024,470500,120536,2458916,591024,470524,120506,2458916,591024,470056,120968,2458916,591474,470490,120984,2458916,591024,470500,120534,2458916,591024,470500,120536,2458916,591024,470143,120882,2458916,591024,470149,120875,2458916,591024,470773,120264,2458916,591024,470767,120263,2458916,591024,471036,119988,2458916,591474,471446,120028,2458916,591024,470597,120437,2458916,591024,470604,120431,2458916,591024,471208,119818,2458916,591024,471204,119820,2458916,0,2458916,75,9835664,9344692,2341562,4572360084254990,4572423115220313,4572423115406469,4572360085384610
104,micro_tk(micro_globals) [clone .kd],2,0,374,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13805224,1104273844,4096,262144,1048576,1847296,0,46856414.0,1032192.0,57947309.0,39648042.0,88924262.0,59796392.0,177776.0,1247590.0,2454609,591024,476304,114734,2454609,591252,476524,114734,2454609,591024,476304,114720,2454609,591252,476524,114728,2454609,591024,476303,114732,2454609,591024,476304,114731,2454609,591024,476304,114721,2454609,591024,476304,114720,2454609,591024,476304,114734,2454609,591246,476518,114734,2454609,591024,476304,114720,2454609,591246,476518,114728,2454609,591024,476304,114731,2454609,591024,476304,114731,2454609,591024,476304,114722,2454609,591024,476304,114720,2454609,0,2454609,77,9818436,9313170,2333209,4572360086416214,4572423115452937,4572423115638612,4572360087531443
105,micro_tk(micro_globals) [clone .kd],2,0,379,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13165552,1053096208,4096,262144,1048576,1847296,0,44665416.0,1032192.0,57339294.0,39012444.0,89996908.0,59166554.0,204945.0,1062273.0,2481633,591024,459919,131119,2481633,591024,459913,131117,2481633,591024,460075,130949,2481633,591480,460475,131005,2481633,591024,459832,131202,2481633,591024,459860,131176,2481633,591024,459916,131109,2481633,591024,459956,131068,2481633,591024,455248,135787,2481633,591024,455226,135804,2481633,591024,454436,136588,2481633,591468,454852,136616,2481633,591024,456253,134783,2481633,591024,456211,134824,2481633,591024,454010,137016,2481633,591024,453999,137025,2481633,0,2481633,0,9926532,9426026,2363188,4572360088584319,4572423115685120,4572423115871195,4572360089704384
106,micro_tk(micro_globals) [clone .kd],2,0,384,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13435061,1074637460,4096,262144,1048576,1847296,0,45327113.0,1032192.0,57949392.0,39632537.0,89632919.0,59767193.0,196354.0,1145090.0,2482048,590992,464680,126326,2482048,590992,464699,126299,2482048,590992,465063,125929,2482048,591214,465327,125887,2482048,590992,464733,126269,2482048,591214,464982,126243,2482048,590992,465529,125464,2482048,590992,465534,125458,2482048,590992,462586,128419,2482048,590992,462638,128360,2482048,590992,461373,129619,2482048,591208,461590,129618,2482048,590992,463119,127883,2482048,591208,463298,127922,2482048,590992,462016,128978,2482048,590992,462035,128957,2482048,0,2482048,0,9928192,9387810,2352428,4572360090772774,4572423115918105,4572423116102417,4572360091890556
107,micro_tk(micro_globals) [clone .kd],2,0,389,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,12941967,1035176140,4096,262144,1048576,1847296,0,43938187.0,1032192.0,56484761.0,38146206.0,89862594.0,58346078.0,208827.0,1023144.0,2482644,591016,456548,134480,2482644,591016,456601,134421,2482644,591016,456187,134829,2482644,591241,456426,134815,2482644,591016,456302,134722,2482644,591016,456348,134679,2482644,591016,456426,134591,2482644,591241,456569,134672,2482644,591016,457361,133668,2482644,591016,457399,133623,2482644,591016,459003,132013,2482644,591238,459227,132011,2482644,591016,457184,133841,2482644,591016,457204,133822,2482644,591016,458740,132278,2482644,591238,458908,132330,2482644,0,2482644,75,9930576,9411944,2358798,4572360092959396,4572423116150007,4572423116334320,4572360094084799
108,micro_tk(micro_globals) [clone .kd],2,0,394,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13341249,1067187664,4096,262144,1048576,1847296,0,45227470.0,1032192.0,57318147.0,39007539.0,89662732.0,59141814.0,195233.0,1118354.0,2478663,591032,463356,127689,2478663,591032,463355,127683,2478663,591032,463441,127591,2478663,591260,463705,127555,2478663,591032,463185,127856,2478663,591257,463380,127888,2478663,591032,463345,127688,2478663,591032,463350,127682,2478663,591032,463880,127165,2478663,591032,463931,127107,2478663,591032,463657,127375,2478663,591257,463856,127401,2478663,591032,463408,127636,2478663,591260,463647,127624,2478663,591032,462843,128191,2478663,591032,462794,128238,2478663,0,2478663,77,9914652,9390982,2354113,4572360095151786,4572423116380388,4572423116564139,4572360096295877
109,micro_tk(micro_globals) [clone .kd],2,0,399,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13213901,1056943820,4096,262144,1048576,1847296,0,44896585.0,1032192.0,57168029.0,38854425.0,89845665.0,59018708.0,194871.0,1103895.0,2480988,591008,461616,129405,2480988,591008,461634,129380,2480988,591008,461894,129114,2480988,591233,462105,129128,2480988,591008,461776,129242,2480988,591008,461770,129249,2480988,591008,462063,128946,2480988,591227,462235,128992,2480988,591008,458641,132379,2480988,591008,458748,132266,2480988,591008,460288,130720,2480988,591227,460514,130713,2480988,591008,459119,131901,2480988,591008,459111,131908,2480988,591008,460393,130617,2480988,591233,460538,130695,2480988,0,2480988,0,9923952,9410214,2357368,4572360097474329,4572423116610087,4572423116794199,4572360098604299
110,micro_tk(micro_globals) [clone .kd],2,0,404,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13053871,1044074052,4096,262144,1048576,1847296,0,44234749.0,1032192.0,56680226.0,38357084.0,89778290.0,58523184.0,201953.0,1077918.0,2477361,591008,464852,126168,2477361,591233,465113,126126,2477361,591008,464861,126147,2477361,591227,465047,126180,2477361,591008,465024,125994,2477361,591008,465018,126001,2477361,591008,464417,126592,2477361,591008,464405,126603,2477361,591008,461090,129931,2477361,591227,461335,129898,2477361,591008,461415,129593,2477361,591233,461647,129586,2477361,591008,461134,129884,2477361,591008,461131,129889,2477361,591008,461539,129471,2477361,591008,461551,129457,2477361,0,2477361,0,9909444,9403194,2356720,4572360099750323,4572423116841149,4572423117023819,4572360100889667
111,micro_tk(micro_globals) [clone .kd],2,0,409,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13298760,1063713264,4096,262144,1048576,1847296,0,45328593.0,1032192.0,57504814.0,39177252.0,89679955.0,59342662.0,201150.0,1008565.0,2478233,591032,467660,123386,2478233,591032,467656,123382,2478233,591032,467795,123237,2478233,591485,468257,123228,2478233,591032,467468,123573,2478233,591032,467426,123617,2478233,591032,467770,123263,2478233,591032,467736,123296,2478233,591032,467500,123543,2478233,591032,467514,123524,2478233,591032,467701,123331,2478233,591485,468130,123355,2478233,591032,467374,123669,2478233,591032,467348,123695,2478233,591032,467675,123359,2478233,591032,467675,123357,2478233,0,2478233,75,9912932,9392618,2353854,4572360102108608,4572423117070207,4572423117251315,4572360103272309
112,micro_tk(micro_globals) [clone .kd],2,0,414,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13527819,1082090268,4096,262144,1048576,1847296,0,45866593.0,1032192.0,57699174.0,39415259.0,89305326.0,59470710.0,188177.0,1165175.0,2466472,591249,467501,123761,2466472,591024,467295,123735,2466472,591024,467474,123550,2466472,591249,467686,123563,2466472,591024,467145,123888,2466472,591024,467159,123876,2466472,591024,467334,123691,2466472,591024,467316,123708,2466472,591249,467607,123655,2466472,591024,467387,123643,2466472,591024,467051,123973,2466472,591249,467280,123969,2466472,591024,467475,123561,2466472,591024,467488,123547,2466472,591024,467037,123989,2466472,591024,467034,123990,2466472,0,2466472,77,9865888,9353200,2343889,4572360104485161,4572423117300468,4572423117481856,4572360105623534
113,micro_tk(micro_globals) [clone .kd],2,0,419,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13006114,1040323068,4096,262144,1048576,1847296,0,44052996.0,1032192.0,56592805.0,38245940.0,89815019.0,58481758.0,205829.0,1055660.0,2475408,591024,459632,131404,2475408,591024,459671,131359,2475408,591252,459312,131940,2475408,591252,459306,131946,2475408,591024,459790,131243,2475408,591024,459794,131244,2475408,591024,459313,131712,2475408,591024,459354,131670,2475408,591024,457415,133620,2475408,591024,457438,133592,2475408,591246,458087,133159,2475408,591246,458081,133165,2475408,591024,457465,133571,2475408,591024,457471,133567,2475408,591024,457164,133862,2475408,591024,457109,133915,2475408,0,2475408,0,9901632,9406932,2355862,4572360106812942,4572423117528565,4572423117710353,4572360107944504
114,micro_tk(micro_globals) [clone .kd],2,0,424,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13471624,1077614728,4096,262144,1048576,1847296,0,45939457.0,1032192.0,57623993.0,39315584.0,89377374.0,59440485.0,192155.0,1090635.0,2463197,591024,469067,121969,2463197,591024,469049,121981,2463197,591024,469082,121942,2463197,591252,469313,121939,2463197,591252,469425,121836,2463197,591024,469211,121825,2463197,591024,469102,121923,2463197,591024,469137,121887,2463197,591024,467413,123625,2463197,591024,467425,123605,2463197,591024,467520,123504,2463197,591246,467736,123510,2463197,591246,467587,123672,2463197,591024,467371,123663,2463197,591024,467446,123580,2463197,591024,467446,123578,2463197,0,2463197,0,9852788,9360908,2344674,4572360108819938,4572423117757503,4572423117938891,4572360109950389
115,micro_tk(micro_globals) [clone .kd],2,0,429,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13363790,1068956712,4096,262144,1048576,1847296,0,45649289.0,1032192.0,57185490.0,38866428.0,89346292.0,59023780.0,189784.0,1077013.0,2472978,590992,469874,121132,2472978,590992,469868,121130,2472978,590992,469597,121395,2472978,591214,469831,121383,2472978,590992,469830,121171,2472978,590992,469817,121187,2472978,591214,469895,121320,2472978,590992,469666,121326,2472978,590992,468896,122107,2472978,590992,468932,122066,2472978,590992,468881,122111,2472978,591208,469097,122111,2472978,590992,469118,121884,2472978,590992,469125,121877,2472978,591208,468980,122230,2472978,590992,468820,122172,2472978,0,2472978,75,9891912,9357548,2344785,4572360110835637,4572423117983557,4572423118165186,4572360111963554
116,micro_tk(micro_globals) [clone .kd],2,0,434,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13143793,1051297308,4096,262144,1048576,1847296,0,44505948.0,1032192.0,57009141.0,38681821.0,89967233.0,58843800.0,207332.0,1117839.0,2486639,591016,456215,134815,2486639,591016,456174,134848,2486639,591016,457182,133834,2486639,591241,457415,133826,2486639,591238,456759,134488,2486639,591016,456541,134488,2486639,591016,457534,133483,2486639,591016,457482,133534,2486639,591016,456587,134442,2486639,591016,456587,134435,2486639,591016,456737,134279,2486639,591238,456926,134312,2486639,591241,456868,134384,2486639,591016,456638,134388,2486639,591016,456709,134309,2486639,591016,456681,134335,2486639,0,2486639,77,9946556,9422842,2362807,4572360112854521,4572423118211013,4572423118392642,4572360113994877
117,micro_tk(micro_globals) [clone .kd],2,0,439,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13061852,1044815768,4096,262144,1048576,1847296,0,44399765.0,1032192.0,56877306.0,38555123.0,89838702.0,58742437.0,201411.0,1071115.0,2476420,591032,460271,130775,2476420,591032,460297,130741,2476420,591032,460830,130202,2476420,591260,461098,130162,2476420,591032,460285,130756,2476420,591032,460282,130761,2476420,591257,461097,130161,2476420,591032,460852,130180,2476420,591032,459002,132041,2476420,591032,458931,132107,2476420,591032,457630,133402,2476420,591257,457785,133472,2476420,591032,458105,132939,2476420,591032,458124,132920,2476420,591260,457678,133584,2476420,591032,457409,133623,2476420,0,2476420,0,9905680,9409494,2356923,4572360114885914,4572423118437268,4572423118618816,4572360116019750
118,micro_tk(micro_globals) [clone .kd],2,0,444,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13102631,1048061300,4096,262144,1048576,1847296,0,44566812.0,1032192.0,57071001.0,38750401.0,89909322.0,58891292.0,208208.0,1038746.0,2478514,591227,459226,132013,2478514,591008,459107,131907,2478514,591008,459002,132006,2478514,591233,459266,131967,2478514,591008,458629,132389,2478514,591008,458634,132385,2478514,591008,458926,132083,2478514,591008,458983,132025,2478514,591233,456209,135037,2478514,591008,456056,134958,2478514,591008,455973,135035,2478514,591227,456175,135052,2478514,591008,456395,134624,2478514,591008,456469,134550,2478514,591008,455927,135083,2478514,591008,455883,135125,2478514,0,2478514,0,9914056,9416834,2358928,4572360116902404,4572423118666847,4572423118849196,4572360118056921
119,micro_tk(micro_globals) [clone .kd],2,0,449,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13410978,1072615844,4096,262144,1048576,1847296,0,45593180.0,1032192.0,57419689.0,39112981.0,89467642.0,59237301.0,195041.0,1123823.0,2470317,591008,466510,124510,2470317,591008,466509,124505,2470317,591233,467007,124226,2470317,591227,467007,124220,2470317,591008,466534,124484,2470317,591008,466527,124491,2470317,591008,466819,124190,2470317,591008,466811,124197,2470317,591008,463024,127996,2470317,591008,463011,128003,2470317,591227,464437,126790,2470317,591233,464470,126763,2470317,591008,463322,127697,2470317,591008,463351,127669,2470317,591008,464317,126693,2470317,591008,464272,126736,2470317,0,2470317,75,9881268,9370354,2347097,4572360118943852,4572423118895305,4572423119075972,4572360120061844
120,micro_tk(micro_globals) [clone .kd],2,0,454,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13277781,1062023104,4096,262144,1048576,1847296,0,45170846.0,1032192.0,57241482.0,38930487.0,89531806.0,59067819.0,191027.0,1115339.0,2468744,591260,462530,128743,2468744,591032,462335,128703,2468744,591032,462458,128574,2468744,591260,462657,128603,2468744,591032,462078,128965,2468744,591032,462096,128947,2468744,591032,462703,128330,2468744,591032,462662,128370,2468744,591257,461232,130038,2468744,591032,461008,130030,2468744,591032,462098,128934,2468744,591257,462352,128905,2468744,591032,460970,130073,2468744,591032,460975,130069,2468744,591032,461725,129309,2468744,591032,461720,129312,2468744,0,2468744,77,9874976,9377040,2350182,4572360120946482,4572423119122841,4572423119303548,4572360122080057
121,micro_tk(micro_globals) [clone .kd],2,0,459,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13653726,1092136760,4096,262144,1048576,1847296,0,46104406.0,1032192.0,58332566.0,40033039.0,89199196.0,60129484.0,190003.0,1141670.0,2457569,591024,468586,122450,2457569,591024,468601,122429,2457569,591249,468798,122451,2457569,591249,468804,122445,2457569,591024,468724,122312,2457569,591024,468725,122310,2457569,591024,468633,122392,2457569,591024,468603,122421,2457569,591024,467177,123859,2457569,591024,467200,123830,2457569,591249,467499,123750,2457569,591249,467470,123779,2457569,591024,467609,123424,2457569,591024,467618,123418,2457569,591024,467439,123587,2457569,591024,467420,123604,2457569,0,2457569,0,9830276,9342062,2340369,4572360122954810,4572423119349296,4572423119529882,4572360124068846
122,micro_tk(micro_globals) [clone .kd],2,0,464,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,12955947,1036313356,4096,262144,1048576,1847296,0,44230487.0,1032192.0,56425900.0,38090049.0,89972924.0,58298854.0,203405.0,941120.0,2486138,591024,463556,127482,2486138,591024,463605,127425,2486138,591024,463389,127635,2486138,591252,463582,127670,2486138,591252,463578,127683,2486138,591024,463385,127649,2486138,591024,462906,128119,2486138,591024,462905,128119,2486138,591024,462534,128501,2486138,591024,462555,128475,2486138,591024,462648,128376,2486138,591246,462869,128377,2486138,591246,462616,128639,2486138,591024,462367,128669,2486138,591024,462337,128689,2486138,591024,462328,128696,2486138,0,2486138,0,9944552,9423508,2362402,4572360124952292,4572423119576511,4572423119756377,4572360126079138
123,micro_tk(micro_globals) [clone .kd],2,0,469,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13124690,1049858400,4096,262144,1048576,1847296,0,44660346.0,1032192.0,56878482.0,38566045.0,89997642.0,58717953.0,200956.0,1038744.0,2483080,591024,458381,132657,2483080,591024,458380,132650,2483080,591024,458319,132705,2483080,591252,458547,132705,2483080,591024,457988,133044,2483080,591024,457990,133045,2483080,591252,458540,132713,2483080,591024,458326,132698,2483080,591024,453951,137086,2483080,591024,453979,137051,2483080,591024,454711,136313,2483080,591246,454935,136311,2483080,591024,454249,136787,2483080,591024,454228,136807,2483080,591246,454826,136422,2483080,591024,454646,136378,2483080,0,2483080,75,9932320,9426114,2361792,4572360126967271,4572423119802766,4572423119983873,4572360128092404
124,micro_tk(micro_globals) [clone .kd],2,0,474,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,12979451,1038185292,4096,262144,1048576,1847296,0,43960730.0,1032192.0,56192584.0,37866089.0,89923513.0,58041121.0,204289.0,1133787.0,2482224,590992,458481,132525,2482224,590992,458492,132506,2482224,590992,458496,132496,2482224,591214,458716,132498,2482224,591208,458841,132378,2482224,590992,458643,132361,2482224,590992,458486,132507,2482224,590992,458481,132511,2482224,590992,455282,135722,2482224,590992,455341,135657,2482224,590992,454656,136336,2482224,591208,454853,136355,2482224,591214,455322,135903,2482224,590992,455046,135957,2482224,590992,455061,135933,2482224,590992,455001,135991,2482224,0,2482224,77,9928896,9418484,2360248,4572360128971713,4572423120029821,4572423120208726,4572360130106060
125,micro_tk(micro_globals) [clone .kd],2,0,479,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,13236936,1058785236,4096,262144,1048576,1847296,0,45084835.0,1032192.0,57128281.0,38818020.0,89832211.0,58949516.0,197732.0,1030573.0,2482760,591016,462246,128782,2482760,591016,462271,128751,2482760,591016,462124,128892,2482760,591241,462324,128917,2482760,591016,462105,128922,2482760,591016,462132,128896,2482760,591238,462023,129216,2482760,591016,461773,129243,2482760,591016,463370,127657,2482760,591016,463382,127640,2482760,591016,463383,127633,2482760,591238,463607,127631,2482760,591016,463272,127754,2482760,591016,463274,127753,2482760,591241,463406,127837,2482760,591016,463164,127852,2482760,0,2482760,0,9931040,9408742,2357115,4572360131003166,4572423120254273,4572423120433538,4572360132124283
126,micro_tk(micro_globals) [clone .kd],2,0,484,29568,29568,131072,512,65536,0,124,132,32,64,0x0,0x72c222c38840,1310720,12805773,1024360696,4096,262144,1048576,1847296,0,43633743.0,1032192.0,56507244.0,38141599.0,90119598.0,58412067.0,216896.0,918743.0,2485381,591257,463019,128252,2485381,591032,462854,128184,2485381,591032,462909,128123,2485381,591260,463132,128128,2485381,591032,463567,127475,2485381,591032,463574,127469,2485381,591032,462683,128350,2485381,591032,462699,128333,2485381,591260,462550,128723,2485381,591032,462323,128715,2485381,591032,462764,128268,2485381,591257,463072,128185,2485381,591032,462536,128505,2485381,591032,462539,128505,2485381,591032,463180,127854,2485381,591032,463096,127936,2485381,0,2485381,0,9941524,9439024,2365711,4572360133023462,4572423120479526,4572423120658430,4572360134152010
